toclevel	level	line	number	index	fromtitle	byteoffset	anchor	revid	date	time
2	3	Very low average IQ values	8.3	25	Race_and_intelligence	43558	Very_low_average_IQ_values	409586	07/02/2016	18:50:41Z
2	3	Historical societies	8.4	26	Race_and_intelligence	44436	Historical_societies	409586	07/02/2016	18:50:41Z
2	3	Modern societies	8.5	27	Race_and_intelligence	51734	Modern_societies	409586	07/02/2016	18:50:41Z
2	3	Future	8.6	28	Race_and_intelligence	57866	Future	409586	07/02/2016	18:50:41Z
1	2	External links	9	29	Race_and_intelligence	58197	External_links	409586	07/02/2016	18:50:41Z
2	3	Article archives	9.1	30	Race_and_intelligence	58218	Article_archives	409586	07/02/2016	18:50:41Z
1	2	References	10	T-1	Template:References		References	409586	07/02/2016	18:50:41Z
1	2	History	1	1	Race_and_intelligence	526	History	409582	07/02/2016	17:48:29Z
1	2	Measured average IQs	2	2	Race_and_intelligence	6859	Measured_average_IQs	409582	07/02/2016	17:48:29Z
2	3	Worldwide	2.1	3	Race_and_intelligence	7098	Worldwide	409582	07/02/2016	17:48:29Z
2	3	World average IQ	2.2	4	Race_and_intelligence	11292	World_average_IQ	409582	07/02/2016	17:48:29Z
2	3	United States Black-White gap	2.3	5	Race_and_intelligence	11610	United_States_Black-White_gap	409582	07/02/2016	17:48:29Z
2	3	"Hispanics"	2.4	6	Race_and_intelligence	18256	.22Hispanics.22	409582	07/02/2016	17:48:29Z
2	3	Jews	2.5	7	Race_and_intelligence	18726	Jews	409582	07/02/2016	17:48:29Z
2	3	Gypsies	2.6	8	Race_and_intelligence	18771	Gypsies	409582	07/02/2016	17:48:29Z
2	3	Immigrants	2.7	9	Race_and_intelligence	19318	Immigrants	409582	07/02/2016	17:48:29Z
2	3	Historical differences	2.8	10	Race_and_intelligence	19881	Historical_differences	409582	07/02/2016	17:48:29Z
2	3	Related variables	2.9	11	Race_and_intelligence	20467	Related_variables	409582	07/02/2016	17:48:29Z
1	2	General race and intelligence research issues	3	12	Race_and_intelligence	20809	General_race_and_intelligence_research_issues	409582	07/02/2016	17:48:29Z
2	3	Ad hominem, straw men, and guilt by association	3.1	13	Race_and_intelligence	20861	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	409582	07/02/2016	17:48:29Z
2	3	Race research and the origin of racism	3.2	14	Race_and_intelligence	24260	Race_research_and_the_origin_of_racism	409582	07/02/2016	17:48:29Z
2	3	The existence of races	3.3	15	Race_and_intelligence	24411	The_existence_of_races	409582	07/02/2016	17:48:29Z
1	2	The genetics or not debate	4	16	Race_and_intelligence	26243	The_genetics_or_not_debate	409582	07/02/2016	17:48:29Z
2	3	Opinion of experts in 1987	4.1	17	Race_and_intelligence	27835	Opinion_of_experts_in_1987	409582	07/02/2016	17:48:29Z
2	3	Opinion of experts in 2013	4.2	18	Race_and_intelligence	29097	Opinion_of_experts_in_2013	409582	07/02/2016	17:48:29Z
1	2	Evolutionary explanations for racial differences	5	19	Race_and_intelligence	30741	Evolutionary_explanations_for_racial_differences	409582	07/02/2016	17:48:29Z
1	2	Race, sex, and intelligence	6	20	Race_and_intelligence	37717	Race.2C_sex.2C_and_intelligence	409582	07/02/2016	17:48:29Z
1	2	Interventions affecting IQ	7	21	Race_and_intelligence	38567	Interventions_affecting_IQ	409582	07/02/2016	17:48:29Z
1	2	Significance of IQ differences	8	22	Race_and_intelligence	39839	Significance_of_IQ_differences	409582	07/02/2016	17:48:29Z
2	3	Significance of IQ and g	8.1	23	Race_and_intelligence	39876	Significance_of_IQ_and_g	409582	07/02/2016	17:48:29Z
2	3	Significance of environmentally caused IQ changes	8.2	24	Race_and_intelligence	43084	Significance_of_environmentally_caused_IQ_changes	409582	07/02/2016	17:48:29Z
2	3	Very low average IQ values	8.3	25	Race_and_intelligence	43547	Very_low_average_IQ_values	409582	07/02/2016	17:48:29Z
2	3	Historical societies	8.4	26	Race_and_intelligence	44425	Historical_societies	409582	07/02/2016	17:48:29Z
2	3	Modern societies	8.5	27	Race_and_intelligence	51723	Modern_societies	409582	07/02/2016	17:48:29Z
2	3	Future	8.6	28	Race_and_intelligence	57855	Future	409582	07/02/2016	17:48:29Z
1	2	External links	9	29	Race_and_intelligence	58186	External_links	409582	07/02/2016	17:48:29Z
2	3	Article archives	9.1	30	Race_and_intelligence	58207	Article_archives	409582	07/02/2016	17:48:29Z
1	2	References	10	T-1	Template:References		References	409582	07/02/2016	17:48:29Z
1	2	History	1	1	Race_and_intelligence	526	History	409578	07/02/2016	15:39:13Z
1	2	Measured average IQs	2	2	Race_and_intelligence	6859	Measured_average_IQs	409578	07/02/2016	15:39:13Z
2	3	Worldwide	2.1	3	Race_and_intelligence	7098	Worldwide	409578	07/02/2016	15:39:13Z
2	3	World average IQ	2.2	4	Race_and_intelligence	11292	World_average_IQ	409578	07/02/2016	15:39:13Z
2	3	United States Black-White gap	2.3	5	Race_and_intelligence	11610	United_States_Black-White_gap	409578	07/02/2016	15:39:13Z
2	3	"Hispanics"	2.4	6	Race_and_intelligence	18256	.22Hispanics.22	409578	07/02/2016	15:39:13Z
2	3	Jews	2.5	7	Race_and_intelligence	18726	Jews	409578	07/02/2016	15:39:13Z
2	3	Gypsies	2.6	8	Race_and_intelligence	18771	Gypsies	409578	07/02/2016	15:39:13Z
2	3	Immigrants	2.7	9	Race_and_intelligence	19318	Immigrants	409578	07/02/2016	15:39:13Z
2	3	Historical differences	2.8	10	Race_and_intelligence	19881	Historical_differences	409578	07/02/2016	15:39:13Z
2	3	Related variables	2.9	11	Race_and_intelligence	20467	Related_variables	409578	07/02/2016	15:39:13Z
1	2	General race and intelligence research issues	3	12	Race_and_intelligence	20809	General_race_and_intelligence_research_issues	409578	07/02/2016	15:39:13Z
2	3	Ad hominem, straw men, and guilt by association	3.1	13	Race_and_intelligence	20861	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	409578	07/02/2016	15:39:13Z
2	3	Race research and the origin of racism	3.2	14	Race_and_intelligence	24260	Race_research_and_the_origin_of_racism	409578	07/02/2016	15:39:13Z
2	3	The existence of races	3.3	15	Race_and_intelligence	24411	The_existence_of_races	409578	07/02/2016	15:39:13Z
1	2	The genetics or not debate	4	16	Race_and_intelligence	26243	The_genetics_or_not_debate	409578	07/02/2016	15:39:13Z
2	3	Opinion of experts in 1987	4.1	17	Race_and_intelligence	27835	Opinion_of_experts_in_1987	409578	07/02/2016	15:39:13Z
2	3	Opinion of experts in 2013	4.2	18	Race_and_intelligence	29097	Opinion_of_experts_in_2013	409578	07/02/2016	15:39:13Z
1	2	Evolutionary explanations for racial differences	5	19	Race_and_intelligence	30741	Evolutionary_explanations_for_racial_differences	409578	07/02/2016	15:39:13Z
1	2	Race, sex, and intelligence	6	20	Race_and_intelligence	37717	Race.2C_sex.2C_and_intelligence	409578	07/02/2016	15:39:13Z
1	2	Interventions affecting IQ	7	21	Race_and_intelligence	38565	Interventions_affecting_IQ	409578	07/02/2016	15:39:13Z
1	2	Significance of IQ differences	8	22	Race_and_intelligence	39837	Significance_of_IQ_differences	409578	07/02/2016	15:39:13Z
2	3	Significance of IQ and g	8.1	23	Race_and_intelligence	39874	Significance_of_IQ_and_g	409578	07/02/2016	15:39:13Z
2	3	Significance of environmentally caused IQ changes	8.2	24	Race_and_intelligence	43082	Significance_of_environmentally_caused_IQ_changes	409578	07/02/2016	15:39:13Z
2	3	Very low average IQ values	8.3	25	Race_and_intelligence	43545	Very_low_average_IQ_values	409578	07/02/2016	15:39:13Z
2	3	Historical societies	8.4	26	Race_and_intelligence	44423	Historical_societies	409578	07/02/2016	15:39:13Z
2	3	Modern societies	8.5	27	Race_and_intelligence	51721	Modern_societies	409578	07/02/2016	15:39:13Z
2	3	Future	8.6	28	Race_and_intelligence	57853	Future	409578	07/02/2016	15:39:13Z
1	2	External links	9	29	Race_and_intelligence	58184	External_links	409578	07/02/2016	15:39:13Z
2	3	Article archives	9.1	30	Race_and_intelligence	58205	Article_archives	409578	07/02/2016	15:39:13Z
1	2	References	10	T-1	Template:References		References	409578	07/02/2016	15:39:13Z
1	2	History	1	1	Race_and_intelligence	526	History	409576	07/02/2016	14:55:48Z
1	2	Measured average IQs	2	2	Race_and_intelligence	6859	Measured_average_IQs	409576	07/02/2016	14:55:48Z
2	3	Worldwide	2.1	3	Race_and_intelligence	7098	Worldwide	409576	07/02/2016	14:55:48Z
2	3	World average IQ	2.2	4	Race_and_intelligence	11292	World_average_IQ	409576	07/02/2016	14:55:48Z
2	3	United States Black-White gap	2.3	5	Race_and_intelligence	11610	United_States_Black-White_gap	409576	07/02/2016	14:55:48Z
2	3	"Hispanics"	2.4	6	Race_and_intelligence	18256	.22Hispanics.22	409576	07/02/2016	14:55:48Z
2	3	Jews	2.5	7	Race_and_intelligence	18726	Jews	409576	07/02/2016	14:55:48Z
2	3	Gypsies	2.6	8	Race_and_intelligence	18771	Gypsies	409576	07/02/2016	14:55:48Z
2	3	Immigrants	2.7	9	Race_and_intelligence	19318	Immigrants	409576	07/02/2016	14:55:48Z
2	3	Historical differences	2.8	10	Race_and_intelligence	19881	Historical_differences	409576	07/02/2016	14:55:48Z
2	3	Related variables	2.9	11	Race_and_intelligence	20467	Related_variables	409576	07/02/2016	14:55:48Z
1	2	General race and intelligence research issues	3	12	Race_and_intelligence	20809	General_race_and_intelligence_research_issues	409576	07/02/2016	14:55:48Z
2	3	Ad hominem, straw men, and guilt by association	3.1	13	Race_and_intelligence	20861	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	409576	07/02/2016	14:55:48Z
2	3	Race research and the origin of racism	3.2	14	Race_and_intelligence	24260	Race_research_and_the_origin_of_racism	409576	07/02/2016	14:55:48Z
2	3	The existence of races	3.3	15	Race_and_intelligence	24411	The_existence_of_races	409576	07/02/2016	14:55:48Z
1	2	The genetics or not debate	4	16	Race_and_intelligence	26243	The_genetics_or_not_debate	409576	07/02/2016	14:55:48Z
2	3	Opinion of experts in 1987	4.1	17	Race_and_intelligence	27835	Opinion_of_experts_in_1987	409576	07/02/2016	14:55:48Z
2	3	Opinion of experts in 2013	4.2	18	Race_and_intelligence	29097	Opinion_of_experts_in_2013	409576	07/02/2016	14:55:48Z
1	2	Evolutionary explanations for racial differences	5	19	Race_and_intelligence	30741	Evolutionary_explanations_for_racial_differences	409576	07/02/2016	14:55:48Z
1	2	Race, sex, and intelligence	6	20	Race_and_intelligence	37717	Race.2C_sex.2C_and_intelligence	409576	07/02/2016	14:55:48Z
1	2	Interventions affecting IQ	7	21	Race_and_intelligence	38616	Interventions_affecting_IQ	409576	07/02/2016	14:55:48Z
1	2	Significance of IQ differences	8	22	Race_and_intelligence	39888	Significance_of_IQ_differences	409576	07/02/2016	14:55:48Z
2	3	Significance of IQ and g	8.1	23	Race_and_intelligence	39925	Significance_of_IQ_and_g	409576	07/02/2016	14:55:48Z
2	3	Significance of environmentally caused IQ changes	8.2	24	Race_and_intelligence	43133	Significance_of_environmentally_caused_IQ_changes	409576	07/02/2016	14:55:48Z
2	3	Very low average IQ values	8.3	25	Race_and_intelligence	43596	Very_low_average_IQ_values	409576	07/02/2016	14:55:48Z
2	3	Historical societies	8.4	26	Race_and_intelligence	44474	Historical_societies	409576	07/02/2016	14:55:48Z
2	3	Modern societies	8.5	27	Race_and_intelligence	51772	Modern_societies	409576	07/02/2016	14:55:48Z
2	3	Future	8.6	28	Race_and_intelligence	57904	Future	409576	07/02/2016	14:55:48Z
1	2	External links	9	29	Race_and_intelligence	58235	External_links	409576	07/02/2016	14:55:48Z
2	3	Article archives	9.1	30	Race_and_intelligence	58256	Article_archives	409576	07/02/2016	14:55:48Z
1	2	References	10	T-1	Template:References		References	409576	07/02/2016	14:55:48Z
1	2	History	1	1	Race_and_intelligence	526	History	409571	07/02/2016	14:17:45Z
1	2	Measured average IQs	2	2	Race_and_intelligence	6859	Measured_average_IQs	409571	07/02/2016	14:17:45Z
2	3	Worldwide	2.1	3	Race_and_intelligence	7098	Worldwide	409571	07/02/2016	14:17:45Z
2	3	World average IQ	2.2	4	Race_and_intelligence	11292	World_average_IQ	409571	07/02/2016	14:17:45Z
2	3	United States Black-White gap	2.3	5	Race_and_intelligence	11610	United_States_Black-White_gap	409571	07/02/2016	14:17:45Z
2	3	"Hispanics"	2.4	6	Race_and_intelligence	18256	.22Hispanics.22	409571	07/02/2016	14:17:45Z
2	3	Jews	2.5	7	Race_and_intelligence	18726	Jews	409571	07/02/2016	14:17:45Z
2	3	Gypsies	2.6	8	Race_and_intelligence	18771	Gypsies	409571	07/02/2016	14:17:45Z
2	3	Immigrants	2.7	9	Race_and_intelligence	19318	Immigrants	409571	07/02/2016	14:17:45Z
2	3	Historical differences	2.8	10	Race_and_intelligence	19881	Historical_differences	409571	07/02/2016	14:17:45Z
2	3	Related variables	2.9	11	Race_and_intelligence	20467	Related_variables	409571	07/02/2016	14:17:45Z
1	2	General race and intelligence research issues	3	12	Race_and_intelligence	20809	General_race_and_intelligence_research_issues	409571	07/02/2016	14:17:45Z
2	3	Ad hominem, straw men, and guilt by association	3.1	13	Race_and_intelligence	20861	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	409571	07/02/2016	14:17:45Z
2	3	Race research and the origin of racism	3.2	14	Race_and_intelligence	24260	Race_research_and_the_origin_of_racism	409571	07/02/2016	14:17:45Z
2	3	The existence of races	3.3	15	Race_and_intelligence	24411	The_existence_of_races	409571	07/02/2016	14:17:45Z
1	2	The genetics or not debate	4	16	Race_and_intelligence	26243	The_genetics_or_not_debate	409571	07/02/2016	14:17:45Z
2	3	Opinion of experts in 1987	4.1	17	Race_and_intelligence	27835	Opinion_of_experts_in_1987	409571	07/02/2016	14:17:45Z
2	3	Opinion of experts in 2013	4.2	18	Race_and_intelligence	29097	Opinion_of_experts_in_2013	409571	07/02/2016	14:17:45Z
1	2	Evolutionary explanations for racial differences	5	19	Race_and_intelligence	30741	Evolutionary_explanations_for_racial_differences	409571	07/02/2016	14:17:45Z
1	2	Interventions affecting IQ	6	20	Race_and_intelligence	37717	Interventions_affecting_IQ	409571	07/02/2016	14:17:45Z
1	2	Significance of IQ differences	7	21	Race_and_intelligence	38989	Significance_of_IQ_differences	409571	07/02/2016	14:17:45Z
2	3	Significance of IQ and g	7.1	22	Race_and_intelligence	39026	Significance_of_IQ_and_g	409571	07/02/2016	14:17:45Z
2	3	Significance of environmentally caused IQ changes	7.2	23	Race_and_intelligence	42234	Significance_of_environmentally_caused_IQ_changes	409571	07/02/2016	14:17:45Z
2	3	Very low average IQ values	7.3	24	Race_and_intelligence	42697	Very_low_average_IQ_values	409571	07/02/2016	14:17:45Z
2	3	Historical societies	7.4	25	Race_and_intelligence	43575	Historical_societies	409571	07/02/2016	14:17:45Z
2	3	Modern societies	7.5	26	Race_and_intelligence	50873	Modern_societies	409571	07/02/2016	14:17:45Z
2	3	Future	7.6	27	Race_and_intelligence	57005	Future	409571	07/02/2016	14:17:45Z
1	2	External links	8	28	Race_and_intelligence	57336	External_links	409571	07/02/2016	14:17:45Z
2	3	Article archives	8.1	29	Race_and_intelligence	57357	Article_archives	409571	07/02/2016	14:17:45Z
1	2	References	9	T-1	Template:References		References	409571	07/02/2016	14:17:45Z
1	2	History	1	1	Race_and_intelligence	526	History	407589	10/01/2016	21:30:25Z
1	2	Measured average IQs	2	2	Race_and_intelligence	6859	Measured_average_IQs	407589	10/01/2016	21:30:25Z
2	3	Worldwide	2.1	3	Race_and_intelligence	7098	Worldwide	407589	10/01/2016	21:30:25Z
2	3	World average IQ	2.2	4	Race_and_intelligence	11292	World_average_IQ	407589	10/01/2016	21:30:25Z
2	3	United States Black-White gap	2.3	5	Race_and_intelligence	11610	United_States_Black-White_gap	407589	10/01/2016	21:30:25Z
2	3	"Hispanics"	2.4	6	Race_and_intelligence	18256	.22Hispanics.22	407589	10/01/2016	21:30:25Z
2	3	Jews	2.5	7	Race_and_intelligence	18726	Jews	407589	10/01/2016	21:30:25Z
2	3	Gypsies	2.6	8	Race_and_intelligence	18771	Gypsies	407589	10/01/2016	21:30:25Z
2	3	Immigrants	2.7	9	Race_and_intelligence	19318	Immigrants	407589	10/01/2016	21:30:25Z
2	3	Historical differences	2.8	10	Race_and_intelligence	21132	Historical_differences	407589	10/01/2016	21:30:25Z
2	3	Related variables	2.9	11	Race_and_intelligence	21718	Related_variables	407589	10/01/2016	21:30:25Z
1	2	General race and intelligence research issues	3	12	Race_and_intelligence	22060	General_race_and_intelligence_research_issues	407589	10/01/2016	21:30:25Z
2	3	Ad hominem, straw men, and guilt by association	3.1	13	Race_and_intelligence	22112	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	407589	10/01/2016	21:30:25Z
2	3	Race research and the origin of racism	3.2	14	Race_and_intelligence	25511	Race_research_and_the_origin_of_racism	407589	10/01/2016	21:30:25Z
2	3	The existence of races	3.3	15	Race_and_intelligence	25662	The_existence_of_races	407589	10/01/2016	21:30:25Z
1	2	The genetics or not debate	4	16	Race_and_intelligence	27494	The_genetics_or_not_debate	407589	10/01/2016	21:30:25Z
2	3	Opinion of experts in 1987	4.1	17	Race_and_intelligence	29086	Opinion_of_experts_in_1987	407589	10/01/2016	21:30:25Z
2	3	Opinion of experts in 2013	4.2	18	Race_and_intelligence	30348	Opinion_of_experts_in_2013	407589	10/01/2016	21:30:25Z
1	2	Evolutionary explanations for racial differences	5	19	Race_and_intelligence	31992	Evolutionary_explanations_for_racial_differences	407589	10/01/2016	21:30:25Z
1	2	Interventions affecting IQ	6	20	Race_and_intelligence	38968	Interventions_affecting_IQ	407589	10/01/2016	21:30:25Z
1	2	Significance of IQ differences	7	21	Race_and_intelligence	40240	Significance_of_IQ_differences	407589	10/01/2016	21:30:25Z
2	3	Significance of IQ and g	7.1	22	Race_and_intelligence	40277	Significance_of_IQ_and_g	407589	10/01/2016	21:30:25Z
2	3	Significance of environmentally caused IQ changes	7.2	23	Race_and_intelligence	43485	Significance_of_environmentally_caused_IQ_changes	407589	10/01/2016	21:30:25Z
2	3	Very low average IQ values	7.3	24	Race_and_intelligence	43948	Very_low_average_IQ_values	407589	10/01/2016	21:30:25Z
2	3	Historical societies	7.4	25	Race_and_intelligence	44826	Historical_societies	407589	10/01/2016	21:30:25Z
2	3	Modern societies	7.5	26	Race_and_intelligence	52124	Modern_societies	407589	10/01/2016	21:30:25Z
2	3	Future	7.6	27	Race_and_intelligence	58256	Future	407589	10/01/2016	21:30:25Z
1	2	External links	8	28	Race_and_intelligence	58587	External_links	407589	10/01/2016	21:30:25Z
2	3	Article archives	8.1	29	Race_and_intelligence	58608	Article_archives	407589	10/01/2016	21:30:25Z
1	2	References	9	T-1	Template:References		References	407589	10/01/2016	21:30:25Z
1	2	History	1	1	Race_and_intelligence	526	History	404554	20/11/2015	16:30:51Z
1	2	Measured average IQs	2	2	Race_and_intelligence	6859	Measured_average_IQs	404554	20/11/2015	16:30:51Z
2	3	Worldwide	2.1	3	Race_and_intelligence	7098	Worldwide	404554	20/11/2015	16:30:51Z
2	3	World average IQ	2.2	4	Race_and_intelligence	11292	World_average_IQ	404554	20/11/2015	16:30:51Z
2	3	United States Black-White gap	2.3	5	Race_and_intelligence	11610	United_States_Black-White_gap	404554	20/11/2015	16:30:51Z
